code_postal,tr002_type_batiment_id,annee_construction,surface_habitable,consommation_energie,nom_methode_dpe,tr001_modele_dpe_id,tr006_type_usage_id,description,tr004_type_energie_id,description.1,consommation_energie_finale,annee_DPE,coordonnees,ville
75013,Appartement,2014.0,132.17,55.82,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,84131.0,2014,"48.8283577313, 2.36214011885","Paris 13, Paris"
75019,Appartement,2015.0,44.5,57.25,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,157757.0,2015,"48.8868704923, 2.38465309568","Paris, Paris 19"
75017,Appartement,2015.0,79.8,39.9,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,136457.3,2015,"48.8872660268, 2.30686780021","Paris 17, Paris"
91120,Appartement,2015.0,50.68,68.21,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,236813.0,2015,"48.714670201, 2.22882062662",Palaiseau
91120,Appartement,2015.0,88.7,62.7,TH_C_E,11,1,Chauffage,4,Autres énergies,5561.49,2015,"48.714670201, 2.22882062662",Palaiseau
94200,Appartement,2016.0,60.69,64.2,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,136964.0,2016,"48.8126036229, 2.38769451134",Ivry-sur-Seine
93600,Appartement,2014.0,105.82,68.85,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,46036.0,2014,"48.9461334622, 2.49331125191",Aulnay-sous-Bois
92100,Appartement,2015.0,33.25,67.91,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,139393.0,2015,"48.8364966292, 2.23867632216",Boulogne-Billancourt
92130,Appartement,2013.0,46.6,36.09,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,21348.0,2013,"48.8232529299, 2.26429719337",Issy-les-Moulineaux
75007,Appartement,2013.0,25.0,246.64,FACTURE - DPE,11,1,Chauffage,2,Electricité,35272.2,2014,"48.8561051636, 2.31254406306","Paris, Paris 07"
91100,Appartement,2011.0,77.48,198.0,Méthode 3CL,1,1,Chauffage,2,Electricité,3204.83,2014,"48.598553411, 2.4642298382","Villabé, Corbeil-Essonnes"
91120,Appartement,2015.0,29.8,69.83,TH_BCE,11,1,Chauffage,3,Gaz,401.47,2016,"48.714670201, 2.22882062662",Palaiseau
93110,Appartement,2015.0,68.07,69.09,TH_C_E,11,1,Chauffage,3,Gaz,1754.46,2015,"48.8745435446, 2.48670478198",Rosny-sous-Bois
92100,Appartement,2015.0,138.54,62.49,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,223759.0,2015,"48.8364966292, 2.23867632216",Boulogne-Billancourt
93400,Appartement,2013.0,80.3,61.43,TH_C_E,11,1,Chauffage,4,Autres énergies,2422.92,2015,"48.9096159679, 2.33315490092",Saint-Ouen
75019,Appartement,2015.0,83.17,58.61,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,172565.0,2015,"48.8868704923, 2.38465309568","Paris, Paris 19"
95130,Appartement,2015.0,61.49,70.24,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,236474.0,2015,"48.9926867479, 2.22747200568","Franconville, Le Plessis-Bouchard"
91120,Appartement,2015.0,69.1,64.29,FACTURE - DPE,11,1,Chauffage,1,"Bois, Biomasse",31260.0,2015,"48.714670201, 2.22882062662",Palaiseau
93110,Maison,2015.0,93.2,74.63,FACTURE - DPE,11,1,Chauffage,1,"Bois, Biomasse",1553.0,2015,"48.8745435446, 2.48670478198",Rosny-sous-Bois
94400,Appartement,2006.0,68.0,155.0,Méthode 3CL,9,1,Chauffage,2,Electricité,2435.37,2014,"48.7885568869, 2.39425728394",Vitry-sur-Seine
92000,Appartement,2015.0,18.68,73.06,FACTURE - DPE,11,1,Chauffage,3,Gaz,151706.0,2015,"48.8962161446, 2.2068493546",Nanterre
91700,Maison,2015.0,79.2,58.84,th-CE,11,1,Chauffage,3,Gaz,2122.16,2015,"48.6398858055, 2.34146847544","Villiers-sur-Orge, Sainte-Geneviève-des-Bois, Fleury-Mérogis"
91700,Appartement,2015.0,59.5,41.93,FACTURE - DPE,11,1,Chauffage,3,Gaz,109562.0,2015,"48.6398858055, 2.34146847544","Villiers-sur-Orge, Sainte-Geneviève-des-Bois, Fleury-Mérogis"
92000,Appartement,2014.0,72.0,75.25,TH_C_E,11,1,Chauffage,3,Gaz,3412.39,2015,"48.8962161446, 2.2068493546",Nanterre
92100,Appartement,2006.0,50.64,183.0,Méthode 3CL,1,1,Chauffage,2,Electricité,2186.47,2014,"48.8364966292, 2.23867632216",Boulogne-Billancourt
92300,Appartement,2015.0,69.41,64.2,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,196099.0,2015,"48.8951336953, 2.28682447096",Levallois-Perret
91120,Appartement,2015.0,107.44,74.3,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,125788.0,2015,"48.714670201, 2.22882062662",Palaiseau
92400,Appartement,2001.0,89.0,128.74,FACTURE SEULE,2,1,Chauffage,4,Autres énergies,5785.0,2013,"48.8983884255, 2.25522376319",Courbevoie
75019,Appartement,2015.0,58.99,64.46,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,220429.0,2015,"48.8868704923, 2.38465309568","Paris, Paris 19"
75019,Appartement,2015.0,70.8,58.61,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,172565.0,2015,"48.8868704923, 2.38465309568","Paris, Paris 19"
94400,Appartement,2014.0,44.18,64.78,FACTURE - DPE,11,1,Chauffage,3,Gaz,46321.0,2015,"48.7885568869, 2.39425728394",Vitry-sur-Seine
93200,Appartement,2005.0,62.0,152.73,TROIS_CL_DPE,9,1,Chauffage,2,Electricité,1320.02,2015,"48.9296140653, 2.35920270384",Saint-Denis
93200,Appartement,2013.0,54.95,89.11,TROIS_CL_DPE,9,1,Chauffage,4,Autres énergies,4896.9,2014,"48.9296140653, 2.35920270384",Saint-Denis
75020,Appartement,2015.0,44.27,57.28,FACTURE - DPE,11,1,Chauffage,3,Gaz,7387.0,2015,"48.8634587721, 2.40123411777","Paris, Paris 20"
93200,Appartement,2005.0,27.0,227.29,3CL-DPE,9,1,Chauffage,2,Electricité,1504.21,2014,"48.9296140653, 2.35920270384",Saint-Denis
75018,Appartement,2015.0,20.5,44.83,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,23039.7,2015,"48.892362855900004, 2.34785432498","Paris, Paris 18"
91100,Appartement,2006.0,69.0,179.0,Méthode 3CL,1,1,Chauffage,2,Electricité,2614.67,2015,"48.598553411, 2.4642298382","Villabé, Corbeil-Essonnes"
92130,Appartement,2005.0,98.6,128.27,3CL - DPE,9,1,Chauffage,3,Gaz,9802.35,2013,"48.8232529299, 2.26429719337",Issy-les-Moulineaux
75014,Appartement,2005.0,92.0,201.72,TROIS_CL_DPE,1,1,Chauffage,3,Gaz,11325.04,2014,"48.8291473577, 2.32698552913","Paris, Paris 14"
75011,Appartement,2011.0,30.73,51.29,TH_C_E,11,1,Chauffage,3,Gaz,268.24,2015,"48.8593266337, 2.379860868049999","Paris, Paris 11"
93200,Appartement,2014.0,64.9,54.62,FACTURE - DPE,11,1,Chauffage,3,Gaz,38457.0,2014,"48.9296140653, 2.35920270384",Saint-Denis
75016,Appartement,2003.0,55.0,266.09,3CL,22,1,Chauffage,2,Electricité,3239.82,2013,"48.8603821025, 2.26201220212","Paris, Paris 16"
95000,Appartement,2015.0,67.65,61.67,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,126900.0,2015,"49.0378977963, 2.06061895699","Pontoise, Boisemont, Cergy, Neuville-sur-Oise"
95130,Appartement,2014.0,78.15,58.89,TH_C_E,11,1,Chauffage,3,Gaz,2152.85,2014,"48.9926867479, 2.22747200568","Franconville, Le Plessis-Bouchard"
94200,Appartement,2001.0,66.0,180.0,Méthode 3CL,9,1,Chauffage,2,Electricité,2345.19,2016,"48.8126036229, 2.38769451134",Ivry-sur-Seine
75017,Appartement,2002.0,90.19,165.81,TROIS_CL_DPE,1,1,Chauffage,2,Electricité,3012.06,2014,"48.8872660268, 2.30686780021","Paris 17, Paris"
91120,Appartement,2015.0,25.67,89.06,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,125788.0,2015,"48.714670201, 2.22882062662",Palaiseau
75016,Appartement,2015.0,77.43,48.99,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,40669.4,2015,"48.8603821025, 2.26201220212","Paris, Paris 16"
93400,Appartement,2015.0,51.14,62.43,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,123301.6,2015,"48.9096159679, 2.33315490092",Saint-Ouen
91120,Appartement,2015.0,93.95,68.58,FACTURE - DPE,11,1,Chauffage,1,"Bois, Biomasse",32248.0,2015,"48.714670201, 2.22882062662",Palaiseau
91120,Appartement,2016.0,60.4,82.65,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,181142.0,2016,"48.714670201, 2.22882062662",Palaiseau
92000,Appartement,2015.0,81.45,66.02,TH_C_E,11,1,Chauffage,3,Gaz,2490.07,2015,"48.8962161446, 2.2068493546",Nanterre
91120,Appartement,2015.0,40.21,95.78,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,37276.0,2015,"48.714670201, 2.22882062662",Palaiseau
94200,Appartement,2015.0,41.5,65.64,TH_C_E,11,1,Chauffage,4,Autres énergies,1627.74,2015,"48.8126036229, 2.38769451134",Ivry-sur-Seine
92120,Appartement,2002.0,121.7,138.4,TROIS_CL_DPE,1,1,Chauffage,2,Electricité,3486.15,2016,"48.8152695492, 2.31739229511",Montrouge
93400,Appartement,2016.0,53.94,195.18,FACTURE - DPE,11,1,Chauffage,3,Gaz,31132.0,2016,"48.9096159679, 2.33315490092",Saint-Ouen
75020,Appartement,2013.0,24.65,137.71,3CL - DPE,1,1,Chauffage,3,Gaz,2592.34,2014,"48.8634587721, 2.40123411777","Paris, Paris 20"
75011,Appartement,2013.0,55.51,61.69,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,232965.0,2013,"48.8593266337, 2.379860868049999","Paris, Paris 11"
92130,Appartement,2014.0,56.91,64.53,TH_C_E,11,1,Chauffage,4,Autres énergies,1561.16,2014,"48.8232529299, 2.26429719337",Issy-les-Moulineaux
93100,Appartement,2006.0,74.0,283.0,Méthode 3CL,9,1,Chauffage,2,Electricité,5615.88,2015,"48.8631150275, 2.44833244212",Montreuil
93400,Appartement,2016.0,59.18,0.0,FACTURE - DPE,11,1,Chauffage,3,Gaz,31132.0,2016,"48.9096159679, 2.33315490092",Saint-Ouen
75011,Appartement,2014.0,75.66,44.94,FACTURE - DPE,11,1,Chauffage,3,Gaz,73822.0,2014,"48.8593266337, 2.379860868049999","Paris, Paris 11"
93600,Maison,2006.0,88.02,223.56,FACTURE - DPE,11,1,Chauffage,2,Electricité,4854.0,2013,"48.9461334622, 2.49331125191",Aulnay-sous-Bois
75017,Appartement,2015.0,40.0,40.43,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,84262.5,2015,"48.8872660268, 2.30686780021","Paris 17, Paris"
91120,Appartement,2013.0,64.17,66.43,FACTURE - DPE,11,1,Chauffage,3,Gaz,63804.0,2013,"48.714670201, 2.22882062662",Palaiseau
92120,Appartement,2015.0,43.88,84.67,FACTURE - DPE,11,1,Chauffage,3,Gaz,54540.0,2015,"48.8152695492, 2.31739229511",Montrouge
94400,Appartement,2006.0,58.63,109.0,Méthode 3CL,9,1,Chauffage,3,Gaz,4831.47,2015,"48.7885568869, 2.39425728394",Vitry-sur-Seine
92000,Appartement,2008.0,39.9,202.47,3CL - DPE,1,1,Chauffage,2,Electricité,1281.62,2014,"48.8962161446, 2.2068493546",Nanterre
75018,Appartement,2013.0,39.8,166.34,Facture,10,1,Chauffage,3,Gaz,3118.35,2014,"48.892362855900004, 2.34785432498","Paris, Paris 18"
91120,Appartement,2015.0,82.94,94.2,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,236813.0,2015,"48.714670201, 2.22882062662",Palaiseau
92000,Appartement,2015.0,63.48,46.45,FACTURE - DPE,11,1,Chauffage,3,Gaz,28209.0,2015,"48.8962161446, 2.2068493546",Nanterre
93400,Appartement,2014.0,64.11,64.71,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,184000.0,2015,"48.9096159679, 2.33315490092",Saint-Ouen
95130,Appartement,2015.0,54.42,73.9,FACTURE - DPE,11,1,Chauffage,3,Gaz,84916.0,2015,"48.9926867479, 2.22747200568","Franconville, Le Plessis-Bouchard"
93400,Appartement,2015.0,47.22,58.46,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,125049.0,2015,"48.9096159679, 2.33315490092",Saint-Ouen
93400,Appartement,2013.0,17.88,62.27,TH_C_E,11,1,Chauffage,4,Autres énergies,723.25,2015,"48.9096159679, 2.33315490092",Saint-Ouen
75019,Appartement,2015.0,71.33,64.46,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,220429.0,2015,"48.8868704923, 2.38465309568","Paris, Paris 19"
75019,Appartement,2014.0,39.8,44.26,TH_C_E,11,1,Chauffage,4,Autres énergies,1347.6,2014,"48.8868704923, 2.38465309568","Paris, Paris 19"
92000,Appartement,2015.0,28.7,52.04,TH_C_E,11,1,Chauffage,3,Gaz,557.09,2016,"48.8962161446, 2.2068493546",Nanterre
93400,Appartement,2016.0,44.98,31.6,FACTURE - DPE,11,1,Chauffage,3,Gaz,11885.0,2016,"48.9096159679, 2.33315490092",Saint-Ouen
93600,Appartement,2001.0,42.55,214.0,Méthode 3CL,1,1,Chauffage,2,Electricité,2274.73,2015,"48.9461334622, 2.49331125191",Aulnay-sous-Bois
92000,Appartement,2006.0,67.53,210.0,Méthode 3CL,1,1,Chauffage,2,Electricité,3103.67,2013,"48.8962161446, 2.2068493546",Nanterre
92130,Appartement,2011.0,80.11,166.57,TROIS_CL_DPE,1,1,Chauffage,2,Electricité,2601.1,2013,"48.8232529299, 2.26429719337",Issy-les-Moulineaux
75019,Appartement,2003.0,51.87,261.12,3CL - DPE,9,1,Chauffage,2,Electricité,3089.63,2014,"48.8868704923, 2.38465309568","Paris, Paris 19"
92400,Appartement,2001.0,18.52,201.02,3CL-DPE,1,1,Chauffage,2,Electricité,419.84,2015,"48.8983884255, 2.25522376319",Courbevoie
93300,Appartement,2015.0,81.41,52.04,TH_BCE,11,1,Chauffage,3,Gaz,1959.49,2015,"48.9126312095, 2.38445065454",Aubervilliers
75019,Appartement,2015.0,23.09,62.36,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,58852.0,2015,"48.8868704923, 2.38465309568","Paris, Paris 19"
93300,Appartement,2001.0,86.0,196.0,Méthode 3CL,1,1,Chauffage,2,Electricité,4690.26,2015,"48.9126312095, 2.38445065454",Aubervilliers
94400,Appartement,2015.0,68.3,191.42,3CL,1,1,Chauffage,2,Electricité,2722.97,2015,"48.7885568869, 2.39425728394",Vitry-sur-Seine
93200,Appartement,2016.0,43.69,58.18,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,41282.0,2016,"48.9296140653, 2.35920270384",Saint-Denis
92100,Appartement,2014.0,37.37,54.64,FACTURE - DPE,11,1,Chauffage,3,Gaz,117465.0,2014,"48.8364966292, 2.23867632216",Boulogne-Billancourt
75012,Appartement,2014.0,24.2,61.04,FACTURE - DPE,11,1,Chauffage,3,Gaz,44059.3,2014,"48.8347421662, 2.42053665524","Paris, Paris 12"
93100,Appartement,2015.0,56.32,68.62,FACTURE - DPE,11,1,Chauffage,3,Gaz,57140.3,2015,"48.8631150275, 2.44833244212",Montreuil
75013,Appartement,2015.0,20.2,64.14,FACTURE - DPE,11,1,Chauffage,3,Gaz,19568.0,2015,"48.8283577313, 2.36214011885","Paris 13, Paris"
93400,Appartement,2006.0,65.18,234.0,Méthode 3CL,1,1,Chauffage,2,Electricité,4291.09,2013,"48.9096159679, 2.33315490092",Saint-Ouen
75017,Appartement,2014.0,68.45,51.16,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,176137.0,2015,"48.8872660268, 2.30686780021","Paris 17, Paris"
93400,Appartement,2015.0,84.27,58.46,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,125049.0,2015,"48.9096159679, 2.33315490092",Saint-Ouen
75019,Appartement,2015.0,36.53,38.06,FACTURE - DPE,11,1,Chauffage,3,Gaz,49768.0,2015,"48.8868704923, 2.38465309568","Paris, Paris 19"
75019,Appartement,2013.0,28.72,67.46,FACTURE - DPE,11,1,Chauffage,3,Gaz,73579.4,2013,"48.8868704923, 2.38465309568","Paris, Paris 19"
91120,Appartement,2015.0,19.75,117.3,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,131043.0,2015,"48.714670201, 2.22882062662",Palaiseau
93400,Appartement,2015.0,103.12,71.38,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,140466.0,2015,"48.9096159679, 2.33315490092",Saint-Ouen
93400,Appartement,2016.0,45.19,36.66,FACTURE - DPE,11,1,Chauffage,3,Gaz,31132.0,2016,"48.9096159679, 2.33315490092",Saint-Ouen
92130,Appartement,2014.0,47.73,68.63,TH_C_E,11,1,Chauffage,3,Gaz,2037.92,2015,"48.8232529299, 2.26429719337",Issy-les-Moulineaux
75017,Appartement,2015.0,65.32,48.32,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,110472.0,2015,"48.8872660268, 2.30686780021","Paris 17, Paris"
92100,Appartement,2015.0,38.2,67.36,FACTURE - DPE,11,1,Chauffage,3,Gaz,37538.0,2015,"48.8364966292, 2.23867632216",Boulogne-Billancourt
93400,Appartement,2015.0,61.8,58.46,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,125049.0,2015,"48.9096159679, 2.33315490092",Saint-Ouen
94200,Appartement,2015.0,80.2,51.94,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,245691.0,2015,"48.8126036229, 2.38769451134",Ivry-sur-Seine
92600,Appartement,2015.0,127.3,78.08,FACTURE - DPE,11,1,Chauffage,3,Gaz,32713.0,2015,"48.915464529, 2.28801082145",Asnières-sur-Seine
75019,Appartement,2015.0,65.79,49.97,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,238545.0,2015,"48.8868704923, 2.38465309568","Paris, Paris 19"
75019,Appartement,2015.0,65.8,45.38,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,238545.0,2015,"48.8868704923, 2.38465309568","Paris, Paris 19"
75013,Appartement,2014.0,25.53,45.11,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,84131.0,2014,"48.8283577313, 2.36214011885","Paris 13, Paris"
91700,Appartement,2015.0,38.68,62.81,TH_C_E,11,1,Chauffage,3,Gaz,1068.34,2015,"48.6398858055, 2.34146847544","Villiers-sur-Orge, Sainte-Geneviève-des-Bois, Fleury-Mérogis"
94200,Appartement,2015.0,61.2,63.76,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,83243.7,2015,"48.8126036229, 2.38769451134",Ivry-sur-Seine
93300,Appartement,2005.0,62.0,246.64,TROIS_CL_DPE,1,1,Chauffage,2,Electricité,3739.97,2013,"48.9126312095, 2.38445065454",Aubervilliers
92000,Appartement,2015.0,81.57,67.84,TH_C_E,11,1,Chauffage,3,Gaz,2703.27,2015,"48.8962161446, 2.2068493546",Nanterre
92120,Appartement,2013.0,23.5,55.64,TH_C_E,11,1,Chauffage,3,Gaz,605.1,2014,"48.8152695492, 2.31739229511",Montrouge
94200,Appartement,2016.0,64.43,63.05,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,208806.0,2016,"48.8126036229, 2.38769451134",Ivry-sur-Seine
95000,Appartement,2015.0,37.85,59.46,TH_C_E,11,1,Chauffage,4,Autres énergies,1251.17,2015,"49.0378977963, 2.06061895699","Pontoise, Boisemont, Cergy, Neuville-sur-Oise"
92000,Appartement,2015.0,62.3,51.78,TH_C_E,11,1,Chauffage,4,Autres énergies,1860.28,2015,"48.8962161446, 2.2068493546",Nanterre
92130,Appartement,2013.0,66.8,52.43,TH_C_E,11,1,Chauffage,4,Autres énergies,1383.95,2013,"48.8232529299, 2.26429719337",Issy-les-Moulineaux
91700,Appartement,2015.0,65.6,69.81,FACTURE - DPE,11,1,Chauffage,3,Gaz,90222.0,2015,"48.6398858055, 2.34146847544","Villiers-sur-Orge, Sainte-Geneviève-des-Bois, Fleury-Mérogis"
92600,Appartement,2001.0,56.27,321.0,Méthode 3CL,1,1,Chauffage,2,Electricité,4647.37,2016,"48.915464529, 2.28801082145",Asnières-sur-Seine
93110,Appartement,2014.0,43.0,66.06,TH_C_E,11,1,Chauffage,3,Gaz,969.53,2014,"48.8745435446, 2.48670478198",Rosny-sous-Bois
75013,Appartement,2014.0,84.56,48.37,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,84131.0,2014,"48.8283577313, 2.36214011885","Paris 13, Paris"
93400,Appartement,2015.0,52.94,48.38,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,119824.8,2015,"48.9096159679, 2.33315490092",Saint-Ouen
94200,Appartement,2015.0,102.9,65.64,TH_C_E,11,1,Chauffage,4,Autres énergies,4036.01,2015,"48.8126036229, 2.38769451134",Ivry-sur-Seine
92100,Appartement,2014.0,78.67,67.58,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,186261.0,2014,"48.8364966292, 2.23867632216",Boulogne-Billancourt
92000,Maison,2006.0,142.0,147.0,Méthode 3CL,1,1,Chauffage,2,Electricité,5797.84,2015,"48.8962161446, 2.2068493546",Nanterre
92000,Appartement,2007.0,51.25,186.16,3CL-DPE,9,1,Chauffage,2,Electricité,1511.76,2015,"48.8962161446, 2.2068493546",Nanterre
92100,Appartement,2015.0,56.43,62.49,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,223759.0,2015,"48.8364966292, 2.23867632216",Boulogne-Billancourt
75011,Appartement,2014.0,98.2,49.82,FACTURE - DPE,11,1,Chauffage,3,Gaz,45509.7,2014,"48.8593266337, 2.379860868049999","Paris, Paris 11"
92130,Appartement,2005.0,53.7,152.0,Méthode 3CL,9,1,Chauffage,2,Electricité,1714.52,2013,"48.8232529299, 2.26429719337",Issy-les-Moulineaux
75019,Appartement,2006.0,41.33,255.0,Méthode 3CL,1,1,Chauffage,2,Electricité,2215.19,2014,"48.8868704923, 2.38465309568","Paris, Paris 19"
92400,Appartement,2001.0,21.01,136.0,Méthode 3CL,1,1,Chauffage,2,Electricité,431.99,2015,"48.8983884255, 2.25522376319",Courbevoie
91120,Appartement,2015.0,83.88,73.83,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,236813.0,2015,"48.714670201, 2.22882062662",Palaiseau
75019,Appartement,2014.0,33.3,42.72,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,53416.0,2014,"48.8868704923, 2.38465309568","Paris, Paris 19"
91120,Appartement,2015.0,84.79,69.2,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,125788.0,2015,"48.714670201, 2.22882062662",Palaiseau
75011,Appartement,2013.0,70.65,93.15,TROIS_CL_DPE,1,1,Chauffage,2,Electricité,2550.81,2014,"48.8593266337, 2.379860868049999","Paris, Paris 11"
75020,Appartement,2015.0,48.4,66.62,FACTURE - DPE,11,1,Chauffage,3,Gaz,10466.4,2015,"48.8634587721, 2.40123411777","Paris, Paris 20"
95000,Appartement,2014.0,79.6,59.1,TH_C_E,11,1,Chauffage,4,Autres énergies,2743.64,2014,"49.0378977963, 2.06061895699","Pontoise, Boisemont, Cergy, Neuville-sur-Oise"
75013,Appartement,2014.0,25.43,45.04,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,84131.0,2014,"48.8283577313, 2.36214011885","Paris 13, Paris"
91120,Appartement,2015.0,60.3,72.17,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,98885.0,2015,"48.714670201, 2.22882062662",Palaiseau
95000,Appartement,2015.0,61.89,57.79,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,32799.0,2015,"49.0378977963, 2.06061895699","Pontoise, Boisemont, Cergy, Neuville-sur-Oise"
91120,Appartement,2015.0,85.06,76.85,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,125788.0,2015,"48.714670201, 2.22882062662",Palaiseau
91120,Appartement,2015.0,45.23,76.85,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,125788.0,2015,"48.714670201, 2.22882062662",Palaiseau
91120,Appartement,2015.0,40.85,56.07,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,20821.3,2015,"48.714670201, 2.22882062662",Palaiseau
91120,Appartement,2015.0,43.22,74.55,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,236813.0,2015,"48.714670201, 2.22882062662",Palaiseau
93400,Appartement,2015.0,48.01,71.82,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,193671.0,2015,"48.9096159679, 2.33315490092",Saint-Ouen
92400,Appartement,2003.0,51.25,221.14,FACTURE SEULE,2,1,Chauffage,4,Autres énergies,3583.0,2014,"48.8983884255, 2.25522376319",Courbevoie
93600,Appartement,2014.0,78.9,69.86,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,46131.0,2014,"48.9461334622, 2.49331125191",Aulnay-sous-Bois
94400,Appartement,2014.0,70.62,63.06,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,184464.0,2014,"48.7885568869, 2.39425728394",Vitry-sur-Seine
94200,Appartement,2015.0,66.7,51.94,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,245691.0,2015,"48.8126036229, 2.38769451134",Ivry-sur-Seine
75014,Appartement,2015.0,87.2,42.43,TH_C_E,11,1,Chauffage,4,Autres énergies,2404.98,2015,"48.8291473577, 2.32698552913","Paris, Paris 14"
91120,Appartement,2015.0,40.05,72.67,TH_BCE,11,1,Chauffage,4,Autres énergies,1410.54,2015,"48.714670201, 2.22882062662",Palaiseau
92400,Appartement,2001.0,62.15,131.0,Méthode 3CL,1,1,Chauffage,2,Electricité,1573.66,2015,"48.8983884255, 2.25522376319",Courbevoie
92600,Appartement,2004.0,88.05,169.6,3CL - DPE,1,1,Chauffage,2,Electricité,2809.32,2013,"48.915464529, 2.28801082145",Asnières-sur-Seine
91100,Maison,2009.0,35.0,279.09,3CL - DPE,9,1,Chauffage,1,"Bois, Biomasse",2118.29,2014,"48.598553411, 2.4642298382","Villabé, Corbeil-Essonnes"
93400,Appartement,2016.0,77.81,38.87,FACTURE - DPE,11,1,Chauffage,3,Gaz,31132.0,2016,"48.9096159679, 2.33315490092",Saint-Ouen
93400,Appartement,2016.0,62.32,44.95,FACTURE - DPE,11,1,Chauffage,3,Gaz,31132.0,2016,"48.9096159679, 2.33315490092",Saint-Ouen
75019,Appartement,2015.0,74.97,52.95,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,88135.0,2015,"48.8868704923, 2.38465309568","Paris, Paris 19"
93400,Appartement,2016.0,38.84,50.4,FACTURE - DPE,11,1,Chauffage,3,Gaz,31132.0,2016,"48.9096159679, 2.33315490092",Saint-Ouen
75011,Appartement,2013.0,68.8,61.69,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,232965.0,2013,"48.8593266337, 2.379860868049999","Paris, Paris 11"
94200,Appartement,2015.0,105.35,66.62,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,82692.8,2015,"48.8126036229, 2.38769451134",Ivry-sur-Seine
92100,Appartement,2015.0,64.11,56.54,FACTURE - DPE,11,1,Chauffage,4,Autres énergies,171660.0,2015,"48.8364966292, 2.23867632216",Boulogne-Billancourt
92100,Appartement,2006.0,80.34,170.39,3CL-DPE,1,1,Chauffage,2,Electricité,2732.43,2015,"48.8364966292, 2.23867632216",Boulogne-Billancourt
75013,Appartement,2014.0,49.95,38.3,TH_C_E,11,1,Chauffage,4,Autres énergies,1047.95,2014,"48.8283577313, 2.36214011885","Paris 13, Paris"
91100,Appartement,2007.0,37.63,160.15,3CL-DPE,1,1,Chauffage,2,Electricité,1177.52,2015,"48.598553411, 2.4642298382","Villabé, Corbeil-Essonnes"
